16.66239947,2,0.59694851,0.894009217
33.32479893,2,0.403094097,0.81875
33.32479893,2,0.378477663,0.76875
96.12922769,2,0.276934876,0.957446809
96.12922769,2,0.378477663,1.308510638
96.12922769,2,0.252318442,0.872340426
192.2584554,2,0.203085575,0.785714286
192.2584554,2,0.230779063,0.892857143
192.2584554,2,0.252318442,0.976190476
33.32479893,4,0.208877364,0.536312849
33.32479893,4,0.302437016,0.776536313
33.32479893,4,0.241514452,0.620111732
33.32479893,4,0.267624122,0.687150838
33.32479893,4,0.250217675,0.642458101
96.12922769,4,0.17406447,0.769230769
96.12922769,4,0.258920899,1.144230769
96.12922769,4,0.20017414,0.884615385
96.12922769,4,0.232811228,1.028846154
192.2584554,4,0.121845129,0.608695652
192.2584554,4,0.150130605,0.75
192.2584554,4,0.161009635,0.804347826
192.2584554,4,0.180591887,0.902173913
33.32479893,7,0.175988746,0.551546392
33.32479893,7,0.202304821,0.634020619
96.12922769,7,0.146383163,0.801801802
96.12922769,7,0.166120219,0.90990991
96.12922769,7,0.189146784,1.036036036
96.12922769,7,0.13486988,0.738738739
192.2584554,7,0.108553806,0.673469388
192.2584554,7,0.118422334,0.734693878
192.2584554,7,0.097040524,0.602040816
144.1938415,1.333333333,0.276934876,0.957446809
144.1938415,1.333333333,0.378477663,1.308510638
144.1938415,1.333333333,0.252318442,0.872340426
288.3876831,1.333333333,0.203085575,0.785714286
288.3876831,1.333333333,0.230779063,0.892857143
288.3876831,1.333333333,0.252318442,0.976190476
144.1938415,2.666666667,0.17406447,0.769230769
144.1938415,2.666666667,0.258920899,1.144230769
144.1938415,2.666666667,0.20017414,0.884615385
144.1938415,2.666666667,0.232811228,1.028846154
288.3876831,2.666666667,0.121845129,0.608695652
288.3876831,2.666666667,0.150130605,0.75
288.3876831,2.666666667,0.161009635,0.804347826
288.3876831,2.666666667,0.180591887,0.902173913
144.1938415,4.666666667,0.146383163,0.801801802
144.1938415,4.666666667,0.166120219,0.90990991
144.1938415,4.666666667,0.189146784,1.036036036
144.1938415,4.666666667,0.13486988,0.738738739
288.3876831,4.666666667,0.108553806,0.673469388
288.3876831,4.666666667,0.118422334,0.734693878
288.3876831,4.666666667,0.097040524,0.602040816
33.32479893,1,0.59694851,0.894009217
66.64959787,1,0.403094097,0.81875
66.64959787,1,0.378477663,0.76875
192.2584554,1,0.276934876,0.957446809
192.2584554,1,0.378477663,1.308510638
192.2584554,1,0.252318442,0.872340426
384.5169108,1,0.203085575,0.785714286
384.5169108,1,0.230779063,0.892857143
384.5169108,1,0.252318442,0.976190476
66.64959787,2,0.208877364,0.536312849
66.64959787,2,0.302437016,0.776536313
66.64959787,2,0.241514452,0.620111732
66.64959787,2,0.267624122,0.687150838
66.64959787,2,0.250217675,0.642458101
192.2584554,2,0.17406447,0.769230769
192.2584554,2,0.258920899,1.144230769
192.2584554,2,0.20017414,0.884615385
192.2584554,2,0.232811228,1.028846154
384.5169108,2,0.121845129,0.608695652
384.5169108,2,0.150130605,0.75
384.5169108,2,0.161009635,0.804347826
384.5169108,2,0.180591887,0.902173913
66.64959787,3.5,0.175988746,0.551546392
66.64959787,3.5,0.202304821,0.634020619
192.2584554,3.5,0.146383163,0.801801802
192.2584554,3.5,0.166120219,0.90990991
192.2584554,3.5,0.189146784,1.036036036
192.2584554,3.5,0.13486988,0.738738739
384.5169108,3.5,0.108553806,0.673469388
384.5169108,3.5,0.118422334,0.734693878
384.5169108,3.5,0.097040524,0.602040816
49.9871984,0.666666667,0.59694851,0.894009217
99.9743968,0.666666667,0.403094097,0.81875
99.9743968,0.666666667,0.378477663,0.76875
99.9743968,1.333333333,0.208877364,0.536312849
99.9743968,1.333333333,0.302437016,0.776536313
99.9743968,1.333333333,0.241514452,0.620111732
99.9743968,1.333333333,0.267624122,0.687150838
99.9743968,1.333333333,0.250217675,0.642458101
99.9743968,2.333333333,0.175988746,0.551546392
99.9743968,2.333333333,0.202304821,0.634020619
212.0899932,1.964071856,0.35386123,1.369047619
212.0899932,1.964071856,0.504636884,1.952380952
212.0899932,1.964071856,0.655412539,2.535714286
133.9515747,1.964071856,0.230779063,0.852272727
133.9515747,1.964071856,0.403094097,1.488636364
133.9515747,1.964071856,1.058506636,3.909090909
63.62699796,1.964071856,0.806188193,2.36036036
212.0899932,1.964071856,0.372323555,1.44047619
212.0899932,1.964071856,0.455404018,1.761904762
133.9515747,1.964071856,0.301551309,1.113636364
63.62699796,1.964071856,0.504636884,1.477477477
36.35828455,1.964071856,0.606179672,1.279220779
212.0899932,1.964071856,0.393862934,1.523809524
36.35828455,1.964071856,1.212359344,2.558441558
